time,open,high,low,close,DOI Score (0-10),LOI,VLT SRI Bias,T1 Trim 25%,T2 Trim 50%,T3 Trim 75%,VLT Peak,EXIT — LOI Rollover,CT4 Distribution,CRS,ATR,Histogram,MACD,Signal line,CMF,Up Trend,Down Trend,Volume,OnBalanceVolume,MTF RSI,LOI,Acc,Deep Acc,Trim 25%,Trim 50%,Trim 75%,Acc Enter,Deep Enter,Acc Bounce,Deep Bounce,Trim 25%,Trim 50%,Trim 75%,Exit 100%,CT4 Dist,IWM Trim,LT Fast TL,LT Slow TL,BP Entry,MIXED Watch,LT Exit,Time Stop,IBIT Disabled,CT1 Cross,CT2 Cross,CT3 Cross,CT4 Distribution,IWM CT3 Warning,LT Fast TL,LT Slow TL,VLT SRI Bias Histogram,ST SRI Bias Histogram,LT SRI Bias Histogram,F_net,Primary (STRF/LQD),Credit (STRC x0.5),Friction (STABLE x0.4),Self (MSTR x0.3),Multiplier,dF_net (ROC),dF_net_5bar (momentum),Into Bear,Into Bull,Into Strong Bear,Bounce Exhaustion,F_net,Primary (STRF/LQD),Credit (STRC x0.5),Friction (STABLE x0.4),Self (MSTR x0.3),Into Bear,Into Bull,Into Strong Bear,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4,STH MVRV,MVRV SMA,%K,%D,MTF RSI,Short-Term Risk Score
1755178200,42.725,42.735,42.325,42.565,0,-16.91802888377125,-2.9339266957527226,0,0,0,0,0,0,5,0.46741927392269866,0.04540426876132164,-0.21138767143340687,-0.2567919401947285,-0.30915671168223413,,43.57164883898173,2429668,448244962,46.73108082443396,-16.91802888377125,-40,-60,10,30,50,,,,,,,,,,,42.71008422883868,43.76288033937654,0,0,0,0,0,0,0,0,0,0,42.71008422883868,43.76288033937654,-10,-10,15,-0.6891191941882104,-0.3073709314699489,0,0,-0.22806279698328702,1.5,0.013112752847048714,-0.08900671809853841,0,0,0,0,-0.7610563972049234,,,,,0,0,0,40.91127260126683,42.99096470588236,42.99096470588236,43.3860146697887,44.69740373013552,0,0,0,0,41.71164760989235,42.4000411764706,42.4000411764706,42.55730958415805,43.38179062652714,0,0,0,0,42.415887754871875,43.295552941176446,43.295552941176446,42.71008422883868,43.76288033937654,0,0,0,0,0.9575623218567624,,,,48.14947259910211,0.5270886951553891
1755192600,42.56,42.84,42.56,42.775,0,-16.91802888377125,-2.9339266957527226,0,0,0,0,0,0,4,0.4540321829282203,0.06480977351730352,-0.1757797232980991,-0.24058949681540262,-0.29459129781556037,,43.57164883898173,913210,449158172,50.421166680971474,-16.91802888377125,-40,-60,10,30,50,,,,,,,,,,,42.71008422883868,43.76288033937654,0,0,0,0,0,0,0,0,0,0,42.71008422883868,43.76288033937654,-15,-15,15,-0.2882161399637177,-0.29506532788445133,0.38244464884624635,0,-0.22806279698328702,1.5,0.40090305422449274,0.3256482649402319,0,1,0,0,-0.24015334298043067,,,,,0,1,0,41.1602861491808,43.168458823529406,43.168458823529406,43.3860146697887,44.69740373013552,0,0,0,0,41.749583259558,42.418035294117686,43.08648732867737,42.55730958415805,43.38179062652714,0,0,0,0,42.35926342634562,43.22061176470584,43.22061176470584,42.71008422883868,43.76288033937654,0,0,0,0,0.9684062022160795,,,,,0.5276809354113491
1755264600,42.8,43.2625,42.605,43.06,0,-16.91802888377125,-2.9339266957527226,0,0,0,0,0,0,4,0.46856559843334783,0.09395677523640955,-0.12314352776989068,-0.21710030300630023,-0.2156141007150645,,43.57164883898173,2662804,451820976,54.97928145624358,-16.91802888377125,-40,-60,10,30,50,,,,,,,,,,,42.71008422883868,43.76288033937654,0,0,0,0,0,0,0,0,0,0,42.71008422883868,43.76288033937654,-10,-10,15,-0.2527228512800638,-0.3384249492286803,0.38244464884624635,0,-0.12753007628328966,1.5,0.03549328868365392,0.3708912248242143,0,0,0,0,-0.4251927749967741,,,,,0,0,0,41.1602861491808,43.168458823529406,43.168458823529406,43.3860146697887,44.69740373013552,0,0,0,0,41.83140360661036,42.46881176470589,43.10621992280142,42.61339020042899,43.38179062652714,0,0,0,0,42.35926342634562,43.22061176470584,43.22061176470584,42.71008422883868,43.76288033937654,0,0,0,0,0.9684062022160795,,,,48.14947259910211,0.5547805551928305
1755279000,43.055,43.11,42.76,42.785,0,-16.91802888377125,-2.9339266957527226,0,0,0,0,0,0,5,0.46009662711668026,0.09172958630043332,-0.1024383201307586,-0.19416790643119192,-0.2520936694203367,,43.57164883898173,1423616,450397360,50.1848803576313,-16.91802888377125,-40,-60,10,30,50,,,,,,,,,,,42.71008422883868,43.76288033937654,0,0,0,0,0,0,0,0,0,0,42.71008422883868,43.76288033937654,-15,-15,15,-0.9381683634866333,-0.6273724733399093,0.21544047366204663,0,-0.2125501271388161,1.5,-0.6854455122065696,-0.24971231262370264,0,0,0,0,-0.9056182363478174,,,,,0,0,0,41.1602861491808,43.168458823529406,43.168458823529406,43.3860146697887,44.69740373013552,0,0,0,0,41.89906644014341,42.50262352941182,43.106180618680234,42.61339020042899,43.38179062652714,0,0,0,0,42.30306623567075,43.110741176470626,43.110741176470626,42.71008422883868,43.76288033937654,0,0,0,0,0.9684062022160795,,,,,0.5104657168582518
1755523800,42.57,42.725,42.28,42.64,0,-16.91802888377125,-2.9339266957527226,0,0,0,0,0,0,5,0.4633040108940599,0.07804164141934558,-0.09661585465700995,-0.17465749607635553,-0.16825121317280906,,43.57164883898173,2042552,448354808,47.817114979069274,-16.91802888377125,-40,-60,10,30,50,,,,,,,,,,,42.71008422883868,43.76288033937654,0,0,0,0,0,0,0,0,0,0,42.71008422883868,43.76288033937654,-10,-10,15,-1.2511254082439887,-0.7912951869325334,0.14836749929362764,0,-0.2125501271388161,1.5,-0.3129570447573553,-0.5488934612087295,1,0,0,0,-1.3385752811051725,,,,,1,0,0,41.1602861491808,43.168458823529406,43.168458823529406,43.3860146697887,44.69740373013552,0,0,0,0,41.911052342952146,42.50436470588236,42.50436470588236,42.61339020042899,43.38179062652714,0,0,0,0,42.30306623567075,43.110741176470626,43.110741176470626,42.71008422883868,43.76288033937654,0,0,0,0,0.9684062022160795,,62.04200750983159,56.392016833100456,45.35720290845477,0.5260425543319629
1755538200,42.645,42.68,42.4175,42.53,0,-16.91802888377125,-2.9339266957527226,0,0,0,0,0,0,6,0.44896086725877016,0.059943606979139946,-0.0997279873524306,-0.15967159433157055,-0.18923844293928135,,43.57164883898173,1048168,447306640,46.042382380642564,-16.91802888377125,-40,-60,10,30,50,,,,,,,,,,,42.71008422883868,43.76288033937654,0,0,0,0,0,0,0,0,0,0,42.71008422883868,43.76288033937654,-15,-15,10,-1.3434744290990572,-0.8293219647680177,0.11305864519178532,0,-0.2125501271388161,1.5,-0.09234902085506858,-0.6543552349108468,0,0,0,0,-1.310924301960241,,,,,0,0,0,41.43318640776584,43.34854117647065,43.34854117647065,43.3860146697887,44.69740373013552,0,0,0,0,41.92672899359396,42.505723529411775,42.505723529411775,42.61339020042899,43.38179062652714,0,0,0,0,42.22563238085425,42.975223529411764,42.975223529411764,42.71008422883868,43.76288033937654,0,0,0,0,0.9632548885217569,,,,,0.5075121316158608
1755610200,42.395,42.79,42.32,42.4225,0,-16.91802888377125,-2.9339266957527226,0,0,0,0,0,0,6,0.4504636624545722,0.0400530632657482,-0.1096052652493853,-0.1496583285151335,-0.21021315901093832,,43.57164883898173,2474904,444831736,44.31150416566874,-16.91802888377125,-40,-60,10,30,50,,,,,,,,,,,42.71008422883868,43.76288033937654,0,0,0,0,0,0,0,0,0,0,42.71008422883868,43.76288033937654,-10,-10,15,-1.7125501271388162,-1,0,0,-0.2125501271388161,1.5,-0.3690756980397589,-1.4243339871750984,1,0,1,0,-1.8,,,,,1,0,1,41.43318640776584,43.34854117647065,43.34854117647065,43.3860146697887,44.69740373013552,0,0,0,0,41.90245268228223,42.4818529411765,42.4818529411765,42.61339020042899,43.38179062652714,0,0,0,0,42.22563238085425,42.975223529411764,42.975223529411764,42.71008422883868,43.76288033937654,0,0,0,0,0.9632548885217569,,,,45.55720842541431,0.52984325784119
1755624600,42.42,42.57,42.3,42.5375,0,-16.91802888377125,-2.9339266957527226,0,0,0,0,0,0,6,0.4375734008506744,0.034189845801969654,-0.10692102126267145,-0.1411108670646411,-0.2153164024650231,,43.57164883898173,959878,445791614,46.62322360874212,-16.91802888377125,-40,-60,10,30,50,,,,,,,,,,,42.71008422883868,43.76288033937654,0,0,0,0,0,0,0,0,0,0,42.71008422883868,43.76288033937654,-15,-15,15,-1.9517509777896431,-1,-0.23920085065082686,0,-0.2125501271388161,1.5,-0.23920085065082697,-1.6990281265095795,0,0,0,0,-2.039200850650827,,,,,0,0,0,41.43318640776584,43.34854117647065,43.34854117647065,43.3860146697887,44.69740373013552,0,0,0,0,41.88560628618084,42.46477647058823,42.46477647058823,42.61339020042899,43.38179062652714,0,0,0,0,42.14219877303165,42.86792941176473,42.86792941176473,42.71008422883868,43.76288033937654,0,0,0,0,0.9632548885217569,,,,,0.5045789109283751
1755696600,42.605,42.965,42.57,42.895,0,-16.91802888377125,-2.9339266957527226,0,0,0,0,0,0,4,0.4368538722184835,0.052823902126238886,-0.07508098940684249,-0.12790489153308138,-0.09607830130294275,,43.57164883898173,2334642,448126256,53.1360752359043,-16.91802888377125,-40,-60,10,30,50,,,,,,,,,,,42.71008422883868,43.76288033937654,0,0,0,0,0,0,0,0,0,0,42.71008422883868,43.76288033937654,10,10,15,-1.9517509777896431,-1,-0.23920085065082686,0,-0.2125501271388161,1.5,0,-1.0135826143030098,0,0,0,0,-2.039200850650827,,,,,0,0,0,41.43318640776584,43.34854117647065,43.34854117647065,43.3860146697887,44.69740373013552,0,0,0,0,41.893309699386045,42.47097058823531,43.04863147708458,42.61339020042899,43.38179062652714,0,0,0,0,42.14219877303165,42.86792941176473,42.86792941176473,42.71008422883868,43.76288033937654,0,0,0,0,0.9632548885217569,,,,50.20274842955506,0.5327195273844731
1755711000,42.885,43.07,42.85,42.9,0,-16.91802888377125,-2.9339266957527226,0,0,0,0,0,0,4,0.42136430991716317,0.06321942419211571,-0.04888061129293675,-0.11210003548505246,-0.09805689465830339,,43.57164883898173,1202092,449328348,53.22204361313102,-16.91802888377125,-40,-60,10,30,50,,,,,,,,,,,42.71008422883868,43.76288033937654,0,0,0,0,0,0,0,0,0,0,42.71008422883868,43.76288033937654,10,10,15,-1.9517509777896431,-1,-0.23920085065082686,0,-0.2125501271388161,1.5,0,-0.7006255695456545,0,0,0,0,-1.919200850650827,,,,,0,0,0,41.73518714419161,43.55977647058827,45.38436579698492,43.3860146697887,44.69740373013552,0,0,0,0,41.892264032275236,42.46983529411769,43.04740655596015,42.61339020042899,43.38179062652714,0,0,0,0,42.090376641359896,42.78943529411765,43.48849394687541,42.71008422883868,43.76288033937654,0,0,0,0,0.9720230289367546,,,,,0.5105201306196486
1755783000,42.8,43.13,42.705,43.115,0,-16.91802888377125,-2.9339266957527226,0,0,0,0,0,0,3.5,0.42162400206593753,0.08116386169328635,-0.010645208368444514,-0.09180907006173086,0.014884356691067465,,43.57164883898173,1604330,450932678,56.884610188406256,-16.91802888377125,-40,-60,10,30,50,,,,,,,,,,,42.71008422883868,43.76288033937654,0,0,0,0,0,0,0,0,0,0,42.71008422883868,43.76288033937654,10,10,15,-1.8544287590664483,-1,-0.23920085065082686,0,-0.11522790841562132,1.5,0.0973222187231948,-0.5109543299673911,0,0,0,0,-2.039200850650827,,,,,0,0,0,41.73518714419161,43.55977647058827,45.38436579698492,43.3860146697887,44.69740373013552,0,0,0,0,41.9086902799006,42.48645882352939,43.06422736715818,42.68751382135782,43.38179062652714,0,0,0,0,42.090376641359896,42.78943529411765,43.48849394687541,42.71008422883868,43.76288033937654,0,0,0,0,0.9720230289367546,,,,53.735567560912685,0.535726704705683
1755797400,43.115,43.2825,43.08,43.195,0,-16.91802888377125,-2.9339266957527226,0,0,0,0,0,0,3.5,0.4059722876326563,0.0940987626029672,0.025814383191978152,-0.06828437941098905,0.04600161219121251,,43.57164883898173,1073910,452006588,58.196194788997175,-16.91802888377125,-40,-60,10,30,50,,,,,,,,,,,42.71008422883868,43.76288033937654,0,0,0,0,0,0,0,0,0,0,42.71008422883868,43.76288033937654,5,5,15,-1.6272516214968384,-1,-0.23920085065082686,0,-0.08805077084601175,1.3,0.2271771375696099,0.08529850564197777,1,0,0,0,-1.7192008506508267,,,,,0,0,0,41.73518714419161,43.55977647058827,45.38436579698492,43.3860146697887,44.69740373013552,0,0,0,0,41.94209533165563,42.51869411764706,43.09529290363849,42.851262834117975,43.38179062652714,0,0,0,0,42.06868570034605,42.76103529411767,43.453384887889285,42.71008422883868,43.76288033937654,0,0,0,0,0.9720230289367546,,,,,0.522149100490487
1755869400,43.33,44.145,43.3,44.0175,0,-9.35586817241685,-2.9339266957527226,0,0,0,0,0,0,4,0.4448314099446096,0.1503858594187754,0.1196979448624802,-0.0306879145562952,0.09846095624235494,42.39196219410259,,2037002,454043590,68.72886052340021,-9.35586817241685,-40,-60,10,30,50,,,,,,,,,,,42.855168590055385,43.76288033937654,0,0,0,0,0,0,0,0,0,0,42.855168590055385,43.76288033937654,10,10,10,-1.4720516048511259,-1,-0.23920085065082686,0,0.06714924579970095,1.3,0.1552000166457126,0.4796993729385172,0,0,0,0,-1.8392008506508268,,,,,0,0,0,41.73518714419161,43.55977647058827,45.38436579698492,43.3860146697887,44.69740373013552,0,0,0,0,42.00728608474572,42.60266470588233,43.198043327018944,43.62454517002813,43.38179062652714,0,0,0,0,42.06868570034605,42.76103529411767,43.453384887889285,42.855168590055385,43.76288033937654,0,0,0,0,0.9720230289367546,,,,62.32258698528225,0.5788979550074114
1755883800,44.0175,44.175,43.9575,44.07,0,-1.5672083170375162,-2.9339266957527226,0,0,0,0,0,0,4,0.4285934520914228,0.1814122491987058,0.19607739694208703,0.014665147743381249,0.09842338499930353,42.80351597469233,,1941312,455984902,69.26123470472547,-1.5672083170375162,-40,-60,10,30,50,,,,,,,,,,,43.52890654790858,43.76288033937654,0,0,0,0,0,0,0,0,0,0,43.52890654790858,43.76288033937654,15,15,10,-1.4392252007826394,-1,-0.23920085065082686,0,0.09997564986818742,1.3,0.03282640406848647,0.5125257770070037,0,0,0,0,-1.7192008506508267,,,,,0,0,0,42.15296787704015,43.88217647058824,45.611385064136336,43.3860146697887,44.69740373013552,0,0,0,0,42.07302536428001,42.68771764705881,43.302409929837616,43.743217519054866,43.38179062652714,0,0,0,0,42.121633084793366,42.82401176470588,43.52639044461839,43.52890654790858,43.76288033937654,0,0,0,0,0.9989536421807248,,,,,0.49755484399066535
