time,open,high,low,close,Fair Value,Bottom Band,Top Band,Likely Bottom,Likely Top,VLT SRI Bias Histogram,LT SRI Bias Histogram,ST SRI Bias Histogram,VST SRI Bias Histogram,VST Reversal Support,VST Reversal Robust Fit,VST Reversal Resistance,VST Fast Trackline,VST Slow Trackline,VST Stage 4 to 1,VST Stage 1 to 2,VST Stage 2 to 3,VST Stage 3 to 4,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4,LOI,Deep Accumulate,Accumulate,Trim 25%,Trim 50%,Trim 75%,Exit 100%,LT Fast Trackline,LT Slow Trackline,AB2 Bull Put,AB2 Bear Call,AB2 Iron Condor,AB2 Conservative,LT Fast Trackline,LT Slow Trackline,AB1 Strong Bull,AB1 Strong Bear,AB1 Exit FTL,AB1 Exit Time,Stage 1 Armed
1624541400,224.91310875,232.52310115,222.58977773,229.51643748,68.06838966492184,54.45471173193747,102.10258449738276,,229.51643748,10,20,20,60,207.9733972787154,214.92926381378814,221.88513034886088,224.96330995309046,202.4427913349604,0,0,0,0,169.5126469150743,194.99164807058838,194.99164807058838,202.5875966174999,233.9401730949682,0,0,0,0,203.31505340566946,210.2326175235295,217.15018164138957,224.96330995309046,202.4427913349604,0,0,0,0,173.4515837256846,191.46834964705872,209.48511556843283,217.40351529736714,227.55872238947353,0,0,0,0,-6.547149861416426,,,,,,,217.40351529736714,227.55872238947353,0,0,0,0,217.40351529736714,227.55872238947353,0,0,0,0,0
1624555800,229.54977078,229.66643733,225.45644154,226.62310704,68.06838966492184,54.45471173193747,102.10258449738276,,226.62310704,20,35,45,70,209.67377223119578,217.64784933461158,225.62192643802737,224.96330995309046,214.52947038246322,0,0,0,0,172.92912676017457,197.21083016470587,221.49253356923717,214.67202748696423,233.9401730949682,0,0,0,0,204.11728293731036,211.38636146959996,218.65544000188956,224.96330995309046,214.52947038246322,0,0,0,0,176.06683444132207,193.6597827576469,211.25273107397172,220.33991243898373,227.55872238947353,0,0,0,0,0.15180767766494901,,,,,,,220.33991243898373,227.55872238947353,0,0,0,0,220.33991243898373,227.55872238947353,0,0,0,0,0
1624627800,229.8631038,231.15310251,223.77644321,224.58310908,70.09441368107156,56.07553094485725,105.14162052160734,,224.58310908,15,20,25,50,211.31210525352972,219.96201173007057,228.61191820661142,224.96330995309046,214.52947038246322,0,0,0,0,172.92912676017457,197.21083016470587,221.49253356923717,214.67202748696423,233.9401730949682,0,0,0,0,204.88287580266731,212.49967408381167,220.11647236495602,224.96330995309046,214.52947038246322,0,0,0,0,176.06683444132207,193.6597827576469,211.25273107397172,220.33991243898373,227.55872238947353,0,0,0,0,0.15180767766494901,,,,,,,220.33991243898373,227.55872238947353,0,0,0,0,220.33991243898373,227.55872238947353,0,0,0,0,0
1624642200,224.54310911,225.30310836,222.90644408,223.92310973,70.09441368107156,56.07553094485725,105.14162052160734,,223.92310973,20,35,45,60,212.7376216664835,221.7857040258587,230.8337863852339,224.96330995309046,214.86687349800155,0,0,0,0,172.92912676017457,197.21083016470587,221.49253356923717,214.96520039503818,233.9401730949682,0,0,0,0,205.64685482056063,213.58441417668243,221.52197353280422,224.96330995309046,214.86687349800155,0,0,0,0,178.743477056894,195.774823797647,212.8061705384,220.33991243898373,227.55872238947353,0,0,0,0,0.3084571877701159,,,,,,,220.33991243898373,227.55872238947353,0,0,0,0,220.33991243898373,227.55872238947353,0,0,0,0,0
1624887000,223.88310977,231.49310218,223.62977669,227.43643956,70.14418045034299,56.11534436027439,105.21627067551448,,227.43643956,15,20,25,40,214.40904406739344,224.04236059581163,233.67567712422982,224.96330995309046,214.86687349800155,0,0,0,0,172.92912676017457,197.21083016470587,221.49253356923717,214.96520039503818,233.9401730949682,0,0,0,0,206.502945938707,214.87360896774106,223.24427199677513,224.96330995309046,214.86687349800155,0,0,0,0,178.743477056894,195.774823797647,212.8061705384,220.33991243898373,227.55872238947353,0,0,0,0,0.3084571877701159,,,,,,,220.33991243898373,227.55872238947353,0,0,0,0,220.33991243898373,227.55872238947353,0,0,0,0,0
1624901400,227.52643947,229.91643708,227.27310639,229.43977089,70.14418045034299,56.11534436027439,105.21627067551448,,229.43977089,20,35,45,75,216.22178741256792,226.47100915065874,236.72023088874957,225.84212558406887,215.40017910528715,0,0,0,0,177.25495174780397,199.98424702117654,222.71354229454911,215.6940985903926,233.9401730949682,0,0,0,0,207.38780520849375,216.17125865218804,224.95471209588234,225.84212558406887,215.40017910528715,0,0,0,0,181.8694696951316,198.39091532470613,214.91236095428064,222.18930618736087,227.55872238947353,0,0,0,0,0.8503086858908765,,,,,,,222.18930618736087,227.55872238947353,0,0,0,0,222.18930618736087,227.55872238947353,0,0,0,0,0
1624973400,228.12310554,229.04310462,225.2964417,226.28310738,69.72952447592436,55.7836195807395,104.59428671388655,,226.28310738,15,10,15,15,217.63146191746242,228.17513293910588,238.71880396074934,225.84212558406887,215.40017910528715,0,0,0,0,177.25495174780397,199.98424702117654,222.71354229454911,215.6940985903926,233.9401730949682,0,0,0,0,208.29355819832983,217.4429632648235,226.59236833131718,225.84212558406887,215.40017910528715,0,0,0,0,181.8694696951316,198.39091532470613,214.91236095428064,222.18930618736087,227.55872238947353,0,0,0,0,0.8503086858908765,,,,,,,222.18930618736087,227.55872238947353,0,0,0,0,222.18930618736087,227.55872238947353,0,0,0,0,0
1624987800,226.31644068,227.41643958,225.77310789,226.87977345,69.72952447592436,55.7836195807395,104.59428671388655,,226.87977345,20,30,45,60,218.91676243172034,229.66139812190585,240.40603381209135,225.84212558406887,217.5256241691952,0,0,0,0,177.25495174780397,199.98424702117654,222.71354229454911,217.63164566536457,233.9401730949682,0,0,0,0,209.22786894335493,218.7379619717175,228.2480550000801,225.84212558406887,217.5256241691952,0,0,0,0,184.25843263052025,200.505697522353,216.75296241418573,222.18930618736087,227.55872238947353,0,0,0,0,1.8855878393912806,,,,,,,222.18930618736087,227.55872238947353,0,0,0,0,222.18930618736087,227.55872238947353,0,0,0,0,0
1625059800,226.74310692,230.89976943,226.33310733,227.99977233,72.63542039716532,58.10833631773226,108.95313059574798,,227.99977233,15,20,25,40,220.2895702967406,231.26583573482344,242.24210117290627,225.84212558406887,217.5256241691952,0,0,0,0,177.25495174780397,199.98424702117654,222.71354229454911,217.63164566536457,233.9401730949682,0,0,0,0,210.1467061376952,220.00052933839999,229.85435253910478,225.84212558406887,217.5256241691952,0,0,0,0,184.25843263052025,200.505697522353,216.75296241418573,222.18930618736087,227.55872238947353,0,0,0,0,1.8855878393912806,,,,,,,222.18930618736087,227.55872238947353,0,0,0,0,222.18930618736087,227.55872238947353,0,0,0,0,0
1625074200,228.07643892,228.53310513,226.18977414,226.55644044,72.63542039716532,58.10833631773226,108.95313059574798,,226.55644044,35,35,45,60,221.38663790038078,232.47272080456466,243.55880370874854,225.84212558406887,218.48139715710983,0,0,0,0,181.58442352674086,202.6215777200003,223.65873191325971,218.73603530140994,233.9401730949682,0,0,0,0,211.0070699487921,221.12752821310585,231.2479864774196,225.84212558406887,218.48139715710983,0,0,0,0,186.7675115026824,202.67774241176488,218.58797332084737,222.18930618736087,227.55872238947353,0,0,0,0,1.4851069448225795,,,,,,,222.18930618736087,227.55872238947353,0,0,0,0,222.18930618736087,227.55872238947353,0,0,0,0,0
