time,open,high,low,close,Fair Value,Bottom Band,Top Band,Likely Bottom,Likely Top,VLT SRI Bias Histogram,LT SRI Bias Histogram,ST SRI Bias Histogram,VST SRI Bias Histogram,VST Reversal Support,VST Reversal Robust Fit,VST Reversal Resistance,VST Fast Trackline,VST Slow Trackline,VST Stage 4 to 1,VST Stage 1 to 2,VST Stage 2 to 3,VST Stage 3 to 4,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4,LOI,Deep Accumulate,Accumulate,Trim 25%,Trim 50%,Trim 75%,Exit 100%,LT Fast Trackline,LT Slow Trackline,AB2 Bull Put,AB2 Bear Call,AB2 Iron Condor,AB2 Conservative,LT Fast Trackline,LT Slow Trackline,AB1 Strong Bull,AB1 Strong Bear,AB1 Exit FTL,AB1 Exit Time,Stage 1 Armed
1624023000,46.37,46.54,45.97,46.3,77.11416668806494,61.691333350451956,115.67125003209742,46.3,,10,-10,10,-5,45.87899993793475,46.79330588235296,46.79330588235296,46.789347459375556,45.74473914831577,0,0,0,0,43.07795516672506,48.608941176470616,48.608941176470616,45.58370729713256,46.34297674434827,0,0,0,0,45.71954069499938,47.14351764705882,47.14351764705882,46.789347459375556,45.74473914831577,0,0,0,0,38.72871050424301,43.03430588235288,47.33990126046275,46.62570787443416,51.34015232522277,0,0,0,0,-2.5409530608333735,,,,,,,46.62570787443416,51.34015232522277,0,0,0,0,46.62570787443416,51.34015232522277,0,0,0,0,0
1624037400,46.23,46.23,45.43,45.81,77.11416668806494,61.691333350451956,115.67125003209742,45.81,,10,-10,10,-5,45.79297350553949,46.712458823529445,46.712458823529445,46.331784288951376,45.74473914831577,0,0,0,0,42.47426334571475,47.79091764705884,47.79091764705884,45.58370729713256,46.34297674434827,0,0,0,0,45.69672418101604,47.060435294117624,47.060435294117624,46.331784288951376,45.74473914831577,0,0,0,0,38.96046209363858,43.125458823529385,43.125458823529385,46.62570787443416,51.34015232522277,0,0,0,0,-2.5409530608333735,,,,,,,46.62570787443416,51.34015232522277,0,0,0,0,46.62570787443416,51.34015232522277,0,0,0,0,0
1624282200,44.82,44.87,44.5,44.615,71.98955132138852,57.59164105711082,107.98432698208278,44.615,,10,-10,10,-25,45.52773385464178,46.49510588235292,46.49510588235292,45.20628339200399,45.74473914831577,0,0,0,0,42.47426334571475,47.79091764705884,47.79091764705884,45.58370729713256,46.34297674434827,0,0,0,0,45.57306021851637,46.895976470588266,46.895976470588266,45.20628339200399,45.74473914831577,0,0,0,0,38.96046209363858,43.125458823529385,43.125458823529385,45.768150249032935,51.34015232522277,0,0,0,0,-17.85414273301075,,,,,,,45.768150249032935,51.34015232522277,0,0,0,0,45.768150249032935,51.34015232522277,0,0,0,0,0
1624296600,44.6,44.86,44.585,44.68,71.98955132138852,57.59164105711082,107.98432698208278,44.68,,15,-20,15,0,45.33946185810068,46.33465882352944,46.33465882352944,45.16205047575854,45.74473914831577,0,0,0,0,42.47426334571475,47.79091764705884,47.79091764705884,45.58370729713256,46.34297674434827,0,0,0,0,45.51767197716045,46.84471764705882,46.84471764705882,45.16205047575854,45.74473914831577,0,0,0,0,39.18349228954742,43.18254117647059,43.18254117647059,45.713639516959155,51.34015232522277,0,0,0,0,-17.874050664329474,,,,,,,45.713639516959155,51.34015232522277,0,0,0,0,45.713639516959155,51.34015232522277,0,0,0,0,0
1624368600,43.15,44.12,42.495,44.05,63.886478970461106,51.10918317636889,95.82971845569166,44.05,,15,-15,15,-10,44.90870684001999,45.999882352941185,45.999882352941185,44.123689727490074,45.74473914831577,0,0,0,0,42.47426334571475,47.79091764705884,47.79091764705884,45.58370729713256,46.34297674434827,0,0,0,0,45.4021929550936,46.74352941176467,46.74352941176467,44.123689727490074,45.74473914831577,0,0,0,0,39.18349228954742,43.18254117647059,43.18254117647059,45.06873669431921,51.34015232522277,0,0,0,0,-18.10957641516676,,,,,,,45.06873669431921,51.34015232522277,0,0,0,0,45.06873669431921,51.34015232522277,0,0,0,0,0
1624383000,44.38,44.5,44.33,44.44,63.886478970461106,51.10918317636889,95.82971845569166,44.44,,5,-15,20,10,44.645440124832,45.775576470588206,45.775576470588206,44.123689727490074,45.74473914831577,0,0,0,0,41.731573977224656,46.833811764705885,46.833811764705885,45.58370729713256,46.34297674434827,0,0,0,0,45.267499650825236,46.585282352941164,46.585282352941164,44.123689727490074,45.74473914831577,0,0,0,0,39.480119130660746,43.26642352941175,43.26642352941175,45.06873669431921,51.34015232522277,0,0,0,0,-18.10957641516676,,,,,,,45.06873669431921,51.34015232522277,0,0,0,0,45.06873669431921,51.34015232522277,0,0,0,0,0
1624455000,45.73,45.73,45.06,45.16,65.72843974583856,52.58275179667085,98.59265961875784,45.16,,15,-15,15,15,44.527402997608384,45.66614117647063,45.66614117647063,44.123689727490074,45.74473914831577,0,0,0,0,41.731573977224656,46.833811764705885,46.833811764705885,45.58370729713256,46.34297674434827,0,0,0,0,45.20623673344801,46.512917647058806,46.512917647058806,44.123689727490074,45.74473914831577,0,0,0,0,39.480119130660746,43.26642352941175,43.26642352941175,45.06873669431921,51.34015232522277,0,0,0,0,-18.10957641516676,,,,,,,45.06873669431921,51.34015232522277,0,0,0,0,45.06873669431921,51.34015232522277,0,0,0,0,0
1624469400,44.91,45.11,44.91,45.11,65.72843974583856,52.58275179667085,98.59265961875784,45.11,,20,-15,20,20,44.40836079078456,45.55760000000003,45.55760000000003,44.123689727490074,45.74473914831577,0,0,0,0,41.731573977224656,46.833811764705885,46.833811764705885,45.58370729713256,46.34297674434827,0,0,0,0,45.15114416850727,46.45445882352938,46.45445882352938,44.123689727490074,45.74473914831577,0,0,0,0,40.061983558693726,43.48308235294121,43.48308235294121,45.06873669431921,51.34015232522277,0,0,0,0,-18.10957641516676,,,,,,,45.06873669431921,51.34015232522277,0,0,0,0,45.06873669431921,51.34015232522277,0,0,0,0,0
1624541400,45.41,45.88,45.41,45.86,68.06838966492184,54.45471173193747,102.10258449738276,45.86,,15,0,15,30,44.408948886291135,45.55816470588237,46.7073805254736,45.23631721720634,45.74473914831577,0,0,0,0,41.731573977224656,46.833811764705885,46.833811764705885,45.58370729713256,46.34297674434827,0,0,0,0,45.14139471269218,46.43291764705881,47.72444058142543,45.23631721720634,45.74473914831577,0,0,0,0,40.061983558693726,43.48308235294121,43.48308235294121,45.06873669431921,51.34015232522277,0,0,0,0,-18.10957641516676,,,,,,,45.06873669431921,51.34015232522277,0,0,0,0,45.06873669431921,51.34015232522277,0,0,0,0,0
1624555800,46.04,46.18,46.04,46.05,68.06838966492184,54.45471173193747,102.10258449738276,46.05,,20,-15,20,35,44.434733440708754,45.584611764705826,46.7344900887029,45.58156943728506,45.74473914831577,0,0,0,0,41.14394676955448,46.02769411764705,46.02769411764705,45.58370729713256,46.34297674434827,0,0,0,0,45.1318051893857,46.368647058823484,47.605488928261266,45.58156943728506,45.74473914831577,0,0,0,0,40.43661608204443,43.669670588235306,43.669670588235306,45.198031022334696,51.34015232522277,0,0,0,0,-18.062356675051202,,,,,,,45.198031022334696,51.34015232522277,0,0,0,0,45.198031022334696,51.34015232522277,0,0,0,0,0
1624627800,45.54,45.74,45.26,45.32,70.09441368107156,56.07553094485725,105.14162052160734,45.32,,15,-10,15,15,44.27304652163992,45.333458823529355,45.333458823529355,45.58156943728506,45.74473914831577,0,0,0,0,41.14394676955448,46.02769411764705,46.02769411764705,45.58370729713256,46.34297674434827,0,0,0,0,45.06431592466093,46.24221176470584,46.24221176470584,45.58156943728506,45.74473914831577,0,0,0,0,40.43661608204443,43.669670588235306,43.669670588235306,45.198031022334696,51.34015232522277,0,0,0,0,-18.062356675051202,,,,,,,45.198031022334696,51.34015232522277,0,0,0,0,45.198031022334696,51.34015232522277,0,0,0,0,0
1624642200,45.285,45.36,45.1,45.31,70.09441368107156,56.07553094485725,105.14162052160734,45.31,,20,-10,20,20,44.093477502720276,45.11303529411767,45.11303529411767,45.58156943728506,45.74473914831577,0,0,0,0,41.14394676955448,46.02769411764705,46.02769411764705,45.58370729713256,46.34297674434827,0,0,0,0,44.99439825402884,46.14195294117644,46.14195294117644,45.58156943728506,45.74473914831577,0,0,0,0,40.721175902603576,43.789270588235304,43.789270588235304,45.198031022334696,51.34015232522277,0,0,0,0,-18.062356675051202,,,,,,,45.198031022334696,51.34015232522277,0,0,0,0,45.198031022334696,51.34015232522277,0,0,0,0,0
1624887000,46.2,46.585,46.04,46.57,70.14418045034299,56.11534436027439,105.21627067551448,46.57,,15,0,15,50,44.150614601230195,45.170423529411785,46.190232457593375,45.98574783280304,45.74473914831577,0,0,0,0,41.14394676955448,46.02769411764705,46.02769411764705,45.58370729713256,46.34297674434827,0,0,0,0,45.01782912914526,46.15002352941171,47.28221792967816,45.98574783280304,45.74473914831577,0,0,0,0,40.721175902603576,43.789270588235304,43.789270588235304,45.20890093151215,51.34015232522277,0,0,0,0,-3.058386862188433,,,,,,,45.20890093151215,51.34015232522277,0,0,1,0,45.20890093151215,51.34015232522277,0,0,0,0,0
1624901400,46.53,46.86,46.53,46.78,70.14418045034299,56.11534436027439,105.21627067551448,46.78,,15,-10,15,30,44.25356981772161,45.28501176470585,46.31645371169009,46.35773665175364,45.74473914831577,0,0,0,0,40.6151208170482,45.3794588235294,45.3794588235294,45.58370729713256,46.34297674434827,0,0,0,0,45.049970128811594,46.13056470588229,47.21115928295299,46.35773665175364,45.74473914831577,0,0,0,0,41.06804908160467,43.99823529411763,46.928421506630585,45.73469372211842,51.34015232522277,0,0,0,0,-2.8663614322400246,,,,,,,45.73469372211842,51.34015232522277,0,0,0,0,45.73469372211842,51.34015232522277,0,0,0,0,0
