time,open,high,low,close,LT Fast TL,LT Slow TL,BP Entry,MIXED Watch,LT Exit,Time Stop,IBIT Disabled,CT1 Cross,CT2 Cross,CT3 Cross,CT4 Distribution,IWM CT3 Warning,QQQ LT+ST Entry,QQQ LOI Caution,LT Fast TL,LT Slow TL,Fast Trackline,Slow Trackline,Green T,Yellow T,Red T,B Exhaust,Fast Trackline,B Exhaust,Fast Trackline,Yellow T,DOI Score (0-10),LOI,VLT SRI Bias,T1 Trim 25%,T2 Trim 50%,T3 Trim 75%,VLT Peak,EXIT — LOI Rollover,CT4 Distribution,ATR,LOI,Acc,Deep Acc,Trim 25%,Trim 50%,Trim 75%,Acc Enter,Deep Enter,Acc Bounce,Deep Bounce,Trim 25%,Trim 50%,Trim 75%,Exit 100%,CT4 Dist,IWM Trim,VLT SRI Bias Histogram,ST SRI Bias Histogram,LT SRI Bias Histogram,F_net,Primary (STRF/LQD),Credit (STRC x0.5),Friction (STABLE x0.4),Self (MSTR x0.3),Multiplier,dF_net (ROC),dF_net_5bar (momentum),Into Bear,Into Bull,Into Strong Bear,Bounce Exhaustion,F_net,Primary (STRF/LQD),Credit (STRC x0.5),Friction (STABLE x0.4),Self (MSTR x0.3),Into Bear,Into Bull,Into Strong Bear,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4,STH MVRV,MVRV SMA,%K,%D,MTF RSI,Short-Term Risk Score
1750699800,80.96,81.465,80.9,81.4,81.3493731943017,79.89945238312636,0,0,0,0,0,0,0,0,0,0,0,0,81.3493731943017,79.89945238312636,81.3493731943017,,0,0,0,0,81.3493731943017,0,81.3493731943017,0,1,8.790912393714622,1.9013191168977877,0,0,0,0,0,0,0.5351195306119921,8.790912393714622,-40,-60,10,30,50,,,,,,,,,,,-5,-5,-5,-0.02266923566673682,0.01096325232502325,0,0,-0.032936241271820405,0.936492684898759,-0.021085871524017585,-0.10227703505848029,0,0,0,0,-0.1697329943949164,,,,,0,1,0,80.10322194875152,81.49985882352945,81.49985882352945,81.20828656269822,79.6930670441457,0,0,0,0,80.48389436704981,81.10090588235296,81.71791739765611,80.97240647291294,81.19526203462135,0,0,0,0,80.97995896091398,81.75075294117639,81.75075294117639,81.3493731943017,79.89945238312636,0,0,0,0,1.016587618258927,,,,,0.4421488983700582
1750771800,81.38,81.46,80.97,81.38,81.3493731943017,79.89945238312636,0,0,0,0,0,0,0,0,0,0,0,0,81.3493731943017,79.89945238312636,81.3493731943017,,0,0,0,0,81.3493731943017,0,81.3493731943017,0,1,8.790912393714622,1.9013191168977877,0,0,0,0,0,0,0.5318967069968494,8.790912393714622,-40,-60,10,30,50,,,,,,,,,,,-10,-10,-10,-0.023613110213608866,0.009742671904924604,0,0,-0.032936241271820405,0.9569378040431599,-0.000943874546872045,-0.09316893753846436,0,0,0,0,-0.29067686894178846,,,,,0,1,0,80.10322194875152,81.49985882352945,81.49985882352945,81.20828656269822,79.6930670441457,0,0,0,0,80.45245000700471,81.07171764705895,81.69098528711318,80.97240647291294,81.19526203462135,0,0,0,0,80.97995896091398,81.75075294117639,81.75075294117639,81.3493731943017,79.89945238312636,0,0,0,0,1.016587618258927,,,,49.250345630326656,0.43848536017603695
1750786200,81.39,81.48,81.225,81.335,81.3493731943017,79.89945238312636,0,0,0,0,0,0,0,0,0,0,0,0,81.3493731943017,79.89945238312636,81.3493731943017,,1,0,0,0,81.3493731943017,0,81.3493731943017,1,1,8.790912393714622,1.9013191168977877,0,0,0,0,0,0,0.5121183707827894,8.790912393714622,-40,-60,10,30,50,,,,,,,,,,,-15,-15,-10,-0.011561711135406046,0.022066348964108872,0,0,-0.032936241271820405,0.9686482422253104,0.01205139907820282,-0.05939905749863075,0,0,0,0,-0.2786254698635856,,,,,0,0,0,80.08485460165846,81.4542117647059,82.82356892775334,81.20828656269822,79.6930670441457,0,0,0,0,80.43011088157286,81.05072941176469,81.67134794195653,80.97240647291294,81.19526203462135,0,0,0,0,80.95020312762523,81.66341176470594,81.66341176470594,81.3493731943017,79.89945238312636,0,0,0,0,1.0200586490331158,,,,,0.43140062228359644
1750858200,81.08,81.09,80.32,80.355,81.3493731943017,79.89945238312636,0,0,0,0,0,0,0,0,0,0,0,0,81.3493731943017,79.89945238312636,81.3493731943017,,0,0,0,0,81.3493731943017,0,81.3493731943017,0,1,8.790912393714622,1.9013191168977877,0,0,0,0,0,0,0.5480384871554473,8.790912393714622,-40,-60,10,30,50,,,,,,,,,,,-10,-10,-10,-0.02991058646648853,0.0030659903682113587,0,0,-0.032936241271820405,0.9868441977842815,-0.018348875331082485,-0.06826185780364125,0,0,0,0,-0.29697434519466814,,,,,0,0,0,80.08485460165846,81.4542117647059,82.82356892775334,81.20828656269822,79.6930670441457,0,0,0,0,80.32038374849714,80.9652823529412,80.9652823529412,80.97240647291294,81.19526203462135,0,0,0,0,80.95020312762523,81.66341176470594,81.66341176470594,81.3493731943017,79.89945238312636,0,0,0,0,1.0200586490331158,,,,41.40318509403872,0.4613421863359379
1750872600,80.36,80.41,80.13,80.235,80.93889288093006,79.89945238312636,0,0,0,0,0,0,0,0,0,0,0,0,80.93889288093006,79.89945238312636,80.93889288093006,,1,1,0,0,80.93889288093006,0,80.93889288093006,0,1,1.1945850016467399,1.9013191168977877,0,0,0,0,0,0,0.5288928809300584,1.1945850016467399,-40,-60,10,30,50,,,,,,,,,,,-15,-15,-10,-0.11075962263535225,-0.042260257825349444,0,0,-0.06920388421488655,0.9833290320235304,-0.08084903616886371,-0.10917625849263282,0,0,0,0,-0.15626928255874015,,,,,0,1,0,80.08485460165846,81.4542117647059,82.82356892775334,81.20828656269822,79.6930670441457,0,0,0,0,80.20466724397045,80.87544705882357,80.87544705882357,80.72700974190124,81.19526203462135,0,0,0,0,80.8100516698401,81.52677647058819,81.52677647058819,80.93889288093006,79.89945238312636,0,0,0,0,1.0200586490331158,,,,,0.40221324757051075
1750944600,80.38,80.63,79.98,80.125,80.93889288093006,79.89945238312636,0,0,0,0,0,0,0,0,0,0,0,0,80.93889288093006,79.89945238312636,80.93889288093006,,0,0,0,0,80.93889288093006,0,80.93889288093006,0,1,1.1945850016467399,1.9013191168977877,0,0,0,0,0,0,0.5375433894350536,1.1945850016467399,-40,-60,10,30,50,,,,,,,,,,,-15,-15,-10,-0.15493358076297536,-0.062453641569738434,0,0,-0.09567013874079501,0.9489189186190888,-0.04417395812762312,-0.13226434509623836,0,0,0,0,-0.25045268225263784,,,,,0,1,0,80.08485460165846,81.4542117647059,82.82356892775334,81.20828656269822,79.6930670441457,0,0,0,0,80.10191472933343,80.79310588235296,80.79310588235296,80.5479318692924,81.19526203462135,0,0,0,0,80.8100516698401,81.52677647058819,81.52677647058819,80.93889288093006,79.89945238312636,0,0,0,0,1.0200586490331158,,,,40.95191793747365,0.45532496735123335
1750959000,80.13,80.23,80,80.16,80.74557600447541,79.89945238312636,0,0,0,0,0,0,0,0,0,0,0,0,80.74557600447541,79.89945238312636,80.74557600447541,,0,0,0,0,80.74557600447541,0,80.74557600447541,0,1,1.1492193411145022,1.9013191168977877,0,0,0,0,0,0,0.5155760044754072,1.1492193411145022,-40,-60,10,30,50,,,,,,,,,,,-20,-20,-15,-0.21553913499491628,-0.1306670838367454,0,0,-0.09567013874079501,0.9173618384556955,-0.06060555423194092,-0.19192602478130721,0,1,0,0,-0.22847889391604903,,,,,0,0,0,79.96917108639596,81.31409411764717,81.31409411764717,81.20828656269822,79.6930670441457,0,0,0,0,80.01576110652185,80.72083529411765,80.72083529411765,80.5479318692924,81.19526203462135,0,0,0,0,80.70273509995974,81.43976470588237,81.43976470588237,80.74557600447541,79.89945238312636,0,0,0,0,1.0051501777931642,,,,,0.414582218757709
1751031000,80.22,80.79,80.16,80.625,80.74557600447541,79.89945238312636,0,0,0,0,0,0,0,0,0,0,0,0,80.74557600447541,79.89945238312636,80.74557600447541,,1,0,0,0,80.74557600447541,0,80.74557600447541,0,1,1.1492193411145022,1.9013191168977877,0,0,0,0,0,0,0.5237491470128788,1.1492193411145022,-40,-60,10,30,50,,,,,,,,,,,-15,-15,-10,-0.10713500658214235,-0.013168336697285886,0,0,-0.09567013874079501,0.8706390263935431,0.10840412841277393,-0.09557329544673612,0,1,0,0,-0.011464867841347348,,,,,0,1,0,79.96917108639596,81.31409411764717,81.31409411764717,81.20828656269822,79.6930670441457,0,0,0,0,79.9423893179298,80.65843529411765,80.65843529411765,80.5479318692924,81.19526203462135,0,0,0,0,80.70273509995974,81.43976470588237,81.43976470588237,80.74557600447541,79.89945238312636,0,0,0,0,1.0051501777931642,,,,44.48903161796258,0.4633657604744819
1751045400,80.63,80.65,80.3,80.54,80.74557600447541,79.89945238312636,0,0,0,0,0,0,0,0,0,0,0,0,80.74557600447541,79.89945238312636,80.74557600447541,,0,0,0,0,80.74557600447541,0,80.74557600447541,0,1,1.1492193411145022,1.9013191168977877,0,0,0,0,0,0,0.5113384936548167,1.1492193411145022,-40,-60,10,30,50,,,,,,,,,,,-20,-20,-10,-0.12645309856844927,-0.035758443159191154,0,0,-0.09567013874079501,0.8608585024413169,-0.01931809198630692,-0.09654251210196056,0,0,0,0,-0.03078295982765425,,,,,0,0,0,79.96917108639596,81.31409411764717,81.31409411764717,81.20828656269822,79.6930670441457,0,0,0,0,79.85617717870876,80.58542352941171,80.58542352941171,80.5479318692924,81.19526203462135,0,0,0,0,80.61336293151277,81.35830588235287,81.35830588235287,80.74557600447541,79.89945238312636,0,0,0,0,1.0051501777931642,,,,,0.42725490888347256
1751290200,80.5,80.89,80.46,80.62,80.74557600447541,79.89945238312636,0,0,0,0,0,0,0,0,0,0,0,0,80.74557600447541,79.89945238312636,80.74557600447541,,1,0,0,0,80.74557600447541,0,80.74557600447541,0,1,1.1492193411145022,1.9013191168977877,0,0,0,0,0,0,0.5055286012509017,1.1492193411145022,-40,-60,10,30,50,,,,,,,,,,,0,0,-10,0.5861576190253647,0.550817414463158,0,0,-0.09567013874079501,1.2378471338468628,0.7126107175938139,0.696917241660717,0,0,0,0,0.7086755484629466,,,,,0,0,0,79.96917108639596,81.31409411764717,81.31409411764717,81.20828656269822,79.6930670441457,0,0,0,0,79.77573204474177,80.5156117647059,80.5156117647059,80.5479318692924,81.19526203462135,0,0,0,0,80.61336293151277,81.35830588235287,81.35830588235287,80.74557600447541,79.89945238312636,0,0,0,0,1.0051501777931642,,53.97064608208461,48.55280318252232,48.18357718299933,0.4467889961585467
